SKU,Handle,Title,Option,Status,Published,Type,Qty,Price,Cost,Inv Value
W121CRBK100S,single-conductor-12-gauge-black-knob-and-tube-wire,SINGLE CONDUCTOR 12-GAUGE BLACK KNOB & TUBE WIRE,By the 100-foot spool,active,,Wire,43,225.0,100.04,4301.72
W121CRBK250S,single-conductor-12-gauge-black-knob-and-tube-wire,SINGLE CONDUCTOR 12-GAUGE BLACK KNOB & TUBE WIRE,By the 250-foot spool,active,,Wire,4,525.0,242.97,971.88
W121CRBK500S,single-conductor-12-gauge-black-knob-and-tube-wire,SINGLE CONDUCTOR 12-GAUGE BLACK KNOB & TUBE WIRE,By the 500-foot spool,active,,Wire,3,950.0,481.18,1443.54
W121CRBKXXF,single-conductor-12-gauge-black-knob-and-tube-wire,SINGLE CONDUCTOR 12-GAUGE BLACK KNOB & TUBE WIRE,By the foot,active,,Wire,4909,2.5,0.95,4663.55
W141CRBKXXF,single-conductor-14-gauge-black-cotton-wire,SINGLE-CONDUCTOR 14-GAUGE BLACK COTTON WIRE,By the foot,active,,Wire,0,1.0,0.11,
W141CRBKXXS,single-conductor-14-gauge-black-cotton-wire,SINGLE-CONDUCTOR 14-GAUGE BLACK COTTON WIRE,By the 100-foot spool,active,,Wire,0,65.0,12.43,
W141CRDBXXF,single-conductor-14-gauge-dark-brown-cotton-wire,SINGLE-CONDUCTOR 14-GAUGE DARK BROWN COTTON WIRE,By the foot,active,,Wire,0,1.0,0.11,
W141CRDBXXS,single-conductor-14-gauge-dark-brown-cotton-wire,SINGLE-CONDUCTOR 14-GAUGE DARK BROWN COTTON WIRE,By the 100-foot spool,active,,Wire,0,65.0,12.5,
W143CPBKXXF,3-conductor-14-gauge-black-cotton-pulley-cord,3-CONDUCTOR 14-GAUGE BLACK COTTON PULLEY CORD,By the foot,active,,Wire,100,3.25,0.37,37.0
W143CPBKXXS,3-conductor-14-gauge-black-cotton-pulley-cord,3-CONDUCTOR 14-GAUGE BLACK COTTON PULLEY CORD,By the 100-foot spool,active,,Wire,6,150.0,38.36,230.16
W143CPDBXXF,3-conductor-14-gauge-dark-brown-cotton-pulley-cord,3-CONDUCTOR 14-GAUGE DARK BROWN COTTON PULLEY CORD,By the foot,active,,Wire,100,3.25,0.37,37.0
W143CPDBXXS,3-conductor-14-gauge-dark-brown-cotton-pulley-cord,3-CONDUCTOR 14-GAUGE DARK BROWN COTTON PULLEY CORD,By the 100-foot spool,active,,Wire,5,150.0,38.48,192.4
W143RPPWXXF,3-conductor-14-gauge-pewter-rayon-pulley-cord,3-CONDUCTOR 14-GAUGE PEWTER RAYON PULLEY CORD,By the foot,active,,Wire,4931,3.25,0.42,2071.02
W143RPPWXXS,3-conductor-14-gauge-pewter-rayon-pulley-cord,3-CONDUCTOR 14-GAUGE PEWTER RAYON PULLEY CORD,By the 100-foot spool,active,,Wire,1,150.0,43.28,43.28
W162CTBKXXF,2-conductor-16-gauge-black-cotton-twisted-wire,2-CONDUCTOR 16-GAUGE BLACK COTTON TWISTED WIRE,By the foot,active,,Wire,4955,1.7,0.21,1040.55
W162CTBKXXL,2-conductor-16-gauge-black-cotton-twisted-wire,2-CONDUCTOR 16-GAUGE BLACK COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,8,85.0,12.05,96.4
W162CTBKXXS,2-conductor-16-gauge-black-cotton-twisted-wire,2-CONDUCTOR 16-GAUGE BLACK COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,4,280.0,56.23,224.92
W162CTDBXXF,2-conductor-16-gauge-dark-brown-cotton-twisted-wire,2-CONDUCTOR 16-GAUGE DARK BROWN COTTON TWISTED WIRE,By the foot,active,,Wire,4975,1.7,0.22,1094.5
W162CTDBXXL,2-conductor-16-gauge-dark-brown-cotton-twisted-wire,2-CONDUCTOR 16-GAUGE DARK BROWN COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,8,85.0,12.11,96.88
W162CTDBXXS,2-conductor-16-gauge-dark-brown-cotton-twisted-wire,2-CONDUCTOR 16-GAUGE DARK BROWN COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,5,280.0,56.53,282.65
W162CTGGZZF,2-conductor-16-gauge-death-valley-green-gold-zig-zag-cotton-twisted-wire,2-CONDUCTOR 16-GAUGE DEATH VALLEY GREEN & GOLD ZIG-ZAG COTTON TWISTED WIRE,By the foot,active,,Wire,50,1.7,0.22,11.0
W162CTGGZZL,2-conductor-16-gauge-death-valley-green-gold-zig-zag-cotton-twisted-wire,2-CONDUCTOR 16-GAUGE DEATH VALLEY GREEN & GOLD ZIG-ZAG COTTON TWISTED WIRE,By the 50-foot spool,active,,Wire,4,85.0,12.11,48.44
W162CTGGZZS,2-conductor-16-gauge-death-valley-green-gold-zig-zag-cotton-twisted-wire,2-CONDUCTOR 16-GAUGE DEATH VALLEY GREEN & GOLD ZIG-ZAG COTTON TWISTED WIRE,By the 250-foot spool,active,,Wire,1,280.0,56.53,56.53
W162CTPTGDF,2-conductor-16-gauge-putty-cotton-twisted-wire-with-gold-tracer,2-CONDUCTOR 16-GAUGE PUTTY COTTON TWISTED WIRE WITH GOLD TRACER,By the foot,active,,Wire,4732,1.7,0.22,1041.04
W162CTPTGDL,2-conductor-16-gauge-putty-cotton-twisted-wire-with-gold-tracer,2-CONDUCTOR 16-GAUGE PUTTY COTTON TWISTED WIRE WITH GOLD TRACER,By the 50-foot spool,active,,Wire,9,85.0,12.11,108.99
W162CTPTGDS,2-conductor-16-gauge-putty-cotton-twisted-wire-with-gold-tracer,2-CONDUCTOR 16-GAUGE PUTTY COTTON TWISTED WIRE WITH GOLD TRACER,By the 250-foot spool,active,,Wire,6,280.0,56.53,339.18
W163CJBKXXF,3-conductor-16-gauge-black-cotton-heavy-duty-pulley-cord-ul-listed,3-CONDUCTOR 16-GAUGE BLACK COTTON HEAVY-DUTY PULLEY CORD - SJT-B UL-Listed,By the foot,active,,Wire,981,1.5,0.37,362.97
W163CJBKXXS,3-conductor-16-gauge-black-cotton-heavy-duty-pulley-cord-ul-listed,3-CONDUCTOR 16-GAUGE BLACK COTTON HEAVY-DUTY PULLEY CORD - SJT-B UL-Listed,By the 100-foot spool,active,,Wire,10,120.0,38.36,383.6
W163CJBW1CF,3-conductor-16-gauge-black-white-single-cross-tracer-cotton-heavy-duty-pulley-cord-ul-listed,3-CONDUCTOR 16-GAUGE BLACK & WHITE SINGLE CROSS TRACER COTTON HEAVY-DUTY PULLEY CORD - UL SJT-B,By the foot,active,,Wire,9995713,1.5,0.37,3698413.81
W163CJBW1CS,3-conductor-16-gauge-black-white-single-cross-tracer-cotton-heavy-duty-pulley-cord-ul-listed,3-CONDUCTOR 16-GAUGE BLACK & WHITE SINGLE CROSS TRACER COTTON HEAVY-DUTY PULLEY CORD - UL SJT-B,By the 100-foot spool,active,,Wire,41,120.0,38.48,1577.68
W163CJBW1TF,3-conductor-16-gauge-black-white-single-tracer-cotton-heavy-duty-pulley-cord-ul-listed,3-CONDUCTOR 16-GAUGE BLACK & WHITE SINGLE TRACER COTTON HEAVY-DUTY PULLEY CORD - SJT-B UL-Listed,By the foot,active,,Wire,9965120,1.5,0.37,3687094.4
W163CJBW1TS,3-conductor-16-gauge-black-white-single-tracer-cotton-heavy-duty-pulley-cord-ul-listed,3-CONDUCTOR 16-GAUGE BLACK & WHITE SINGLE TRACER COTTON HEAVY-DUTY PULLEY CORD - SJT-B UL-Listed,By the 100-foot spool,active,,Wire,8,120.0,38.48,307.84
W163CJDBXXF,copy-of-3-conductor-18-gauge-black-cotton-heavy-duty-pulley-cord-sjt-b-ul-listed,3-CONDUCTOR 16-GAUGE DARK BROWN COTTON HEAVY-DUTY PULLEY CORD - SJT-B UL-Listed,By the foot,active,,Wire,1024,1.5,0.37,378.88
W163CJDBXXS,copy-of-3-conductor-18-gauge-black-cotton-heavy-duty-pulley-cord-sjt-b-ul-listed,3-CONDUCTOR 16-GAUGE DARK BROWN COTTON HEAVY-DUTY PULLEY CORD - SJT-B UL-Listed,By the 100-foot spool,active,,Wire,10,120.0,38.48,384.8
W163CSBKXXF,3-conductor-16-gauge-black-cotton-overbraid-cord,3-CONDUCTOR 16-GAUGE BLACK COTTON OVERBRAID CORD,By the foot,active,,Wire,5000,2.25,0.51,2550.0
W163CSBKXXS,3-conductor-16-gauge-black-cotton-overbraid-cord,3-CONDUCTOR 16-GAUGE BLACK COTTON OVERBRAID CORD,By the 100-foot spool,active,,Wire,24,125.0,52.08,1249.92
W163CSGNYLF,3-conductor-16-gauge-cotton-bungalow-cord,3-CONDUCTOR 16-GAUGE COTTON BUNGALOW CORD OVERBRAID WIRE,By the foot,active,,Wire,4852,2.25,0.51,2474.52
W163CSGNYLS,3-conductor-16-gauge-cotton-bungalow-cord,3-CONDUCTOR 16-GAUGE COTTON BUNGALOW CORD OVERBRAID WIRE,By the 100-foot spool,active,,Wire,8,125.0,52.21,417.68
W181CRBKXXF,single-conductor-18-gauge-black-cotton-wire,SINGLE-CONDUCTOR 18-GAUGE BLACK COTTON WIRE,By the foot,active,,Wire,4972,0.75,0.09,447.48
W181CRBKXXS,copy-of-single-conductor-18-gauge-black-cotton-wire,SINGLE-CONDUCTOR 18-GAUGE WIRE,Black cotton - 250 feet,archived,,Wire,0,65.0,22.75,
W181CRBO60,copy-of-single-conductor-18-gauge-black-cotton-wire,SINGLE-CONDUCTOR 18-GAUGE WIRE,Orange cotton - 60 feet,archived,,Wire,1,45.0,,
W181RRGD100,copy-of-single-conductor-18-gauge-black-cotton-wire,SINGLE-CONDUCTOR 18-GAUGE WIRE,Gold rayon - 100 feet,archived,,Wire,6,45.0,,
W181RRGDXXF,single-conductor-18-gauge-gold-rayon-wire,SINGLE-CONDUCTOR 18-GAUGE GOLD RAYON WIRE,By the foot,active,,Wire,32,0.8,0.11,3.52
W181RRGDXXS,single-conductor-18-gauge-gold-rayon-wire,SINGLE-CONDUCTOR 18-GAUGE GOLD RAYON WIRE,By the 100-foot spool,active,,Wire,0,40.0,13.0,
W181RRST100,copy-of-single-conductor-18-gauge-black-cotton-wire,SINGLE-CONDUCTOR 18-GAUGE WIRE,Silver rayon - 100 feet,archived,,Wire,5,45.0,,
W181RRSTXXF,single-conductor-18-gauge-silver-rayon-wire,SINGLE-CONDUCTOR 18-GAUGE SILVER RAYON WIRE,By the foot,active,,Wire,40,0.8,0.11,4.4
W181RRSTXXS,single-conductor-18-gauge-silver-rayon-wire,SINGLE-CONDUCTOR 18-GAUGE SILVER RAYON WIRE,By the 100-foot spool,active,,Wire,0,40.0,13.0,
W182CFBKXXF,2-conductor-18-gauge-black-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE BLACK COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,0,1.0,0.17,
W182CFBKXXS,2-conductor-18-gauge-black-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE BLACK COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.53,
W182CFBNXXF,2-conductor-18-gauge-light-brown-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,0,1.0,0.17,
W182CFBNXXS,2-conductor-18-gauge-light-brown-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFBR2CF,2-conductor-18-gauge-red-black-double-cross-tracer-cotton-parallel-cord-ul-listed,2-CONDUCTOR 18-GAUGE BLACK & RED DOUBLE CROSS TRACER COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,29,1.0,0.17,4.93
W182CFBR2CS,2-conductor-18-gauge-red-black-double-cross-tracer-cotton-parallel-cord-ul-listed,2-CONDUCTOR 18-GAUGE BLACK & RED DOUBLE CROSS TRACER COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,125.0,43.75,
W182CFBR3TF,2-conductor-18-gauge-black-red-triple-tracer-cotton-parallel-cord-ul-listed,2-CONDUCTOR 18-GAUGE BLACK & RED TRIPLE TRACER COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,120,1.0,0.17,20.4
W182CFBR3TS,2-conductor-18-gauge-black-red-triple-tracer-cotton-parallel-cord-ul-listed,2-CONDUCTOR 18-GAUGE BLACK & RED TRIPLE TRACER COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFBWSHF,2-conductor-18-gauge-black-and-white-small-hounds-tooth-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE SMALL HOUND'S-TOOTH COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,763,1.0,0.17,129.71
W182CFBWSHMNS,2-conductor-18-gauge-black-and-white-small-hounds-tooth-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE SMALL HOUND'S-TOOTH COTTON PARALLEL CORD - UL-Listed,NON UL by the 250-foot spool,active,,Wire,1,120.0,43.75,43.75
W182CFBWSHS,2-conductor-18-gauge-black-and-white-small-hounds-tooth-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE SMALL HOUND'S-TOOTH COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFBWZZF,2-conductor-18-gauge-black-and-white-zig-zag-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,60,1.0,0.17,10.2
W182CFBWZZMNS,2-conductor-18-gauge-black-and-white-zig-zag-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON PARALLEL CORD - UL-Listed,NON UL by the 250-foot spool,active,,Wire,4,120.0,43.75,175.0
W182CFBWZZS,2-conductor-18-gauge-black-and-white-zig-zag-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFDBXXF,2-conductor-18-gauge-dark-brown-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE DARK BROWN COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,0,1.0,0.17,
W182CFDBXXS,2-conductor-18-gauge-dark-brown-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE DARK BROWN COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFDWZZF,2-conductor-18-gauge-dark-brown-white-zig-zag-cotton-parallel-cord-ul-listed,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE ZIG-ZAG COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,18,1.0,0.17,3.06
W182CFDWZZS,2-conductor-18-gauge-dark-brown-white-zig-zag-cotton-parallel-cord-ul-listed,2-CONDUCTOR 18-GAUGE DARK BROWN & WHITE ZIG-ZAG COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFGDXXF,2-conductor-18-gauge-gold-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE GOLD COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,0,1.0,0.17,
W182CFGDXXMNS,2-conductor-18-gauge-gold-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE GOLD COTTON PARALLEL CORD - UL-Listed,NON UL by the 250-foot spool,active,,Wire,9,120.0,43.75,393.75
W182CFGDXXS,2-conductor-18-gauge-gold-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE GOLD COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFGNXXF,2-conductor-18-gauge-green-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE GREEN COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,0,1.0,0.17,
W182CFGNXXS,2-conductor-18-gauge-green-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE GREEN COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFGYXXF,2-conductor-18-gauge-gray-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE GRAY COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,0,1.0,0.17,
W182CFGYXXMNS,2-conductor-18-gauge-gray-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE GRAY COTTON PARALLEL CORD - UL-Listed,NON UL by the 250-foot spool,active,,Wire,8,120.0,43.75,350.0
W182CFGYXXS,2-conductor-18-gauge-gray-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE GRAY COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFPTXXF,2-conductor-18-gauge-putty-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE PUTTY COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,-50,1.0,0.17,
W182CFPTXXS,2-conductor-18-gauge-putty-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE PUTTY COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFRDXXF,2-conductor-18-gauge-red-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE RED COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,782,1.0,0.17,132.94
W182CFRDXXMNS,2-conductor-18-gauge-red-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE RED COTTON PARALLEL CORD - UL-Listed,NON UL by the 250-foot spool,active,,Wire,1,120.0,43.75,43.75
W182CFRDXXS,2-conductor-18-gauge-red-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE RED COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFSBXXF,2-conductor-18-gauge-slate-blue-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,133,1.0,0.17,22.61
W182CFSBXXMNS,2-conductor-18-gauge-slate-blue-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE COTTON PARALLEL CORD - UL-Listed,NON UL by the 250-foot spool,active,,Wire,1,120.0,43.75,43.75
W182CFSBXXS,2-conductor-18-gauge-slate-blue-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE SLATE BLUE COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFSWLHF,2-conductor-18-gauge-slate-blue-white-large-small-hounds-tooth-cotton-parallel-cord-ul-listed,2-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE LARGE HOUND'S-TOOTH COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,23,1.0,0.17,3.91
W182CFSWLHS,2-conductor-18-gauge-slate-blue-white-large-small-hounds-tooth-cotton-parallel-cord-ul-listed,2-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE LARGE HOUND'S-TOOTH COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CFWHXXF,2-conductor-18-gauge-white-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE WHITE COTTON PARALLEL CORD - UL-Listed,By the foot,active,,Wire,141,1.0,0.17,23.97
W182CFWHXXMNS,2-conductor-18-gauge-white-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE WHITE COTTON PARALLEL CORD - UL-Listed,NON UL by the 250-foot spool,active,,Wire,11,120.0,43.75,481.25
W182CFWHXXS,2-conductor-18-gauge-white-cotton-parallel-cord,2-CONDUCTOR 18-GAUGE WHITE COTTON PARALLEL CORD - UL-Listed,By the 250-foot spool,active,,Wire,0,120.0,43.75,
W182CPBDSHF,2-conductor-18-gauge-black-dark-brown-small-hounds-tooth-cotton-pulley-cord-ul-listed,2-CONDUCTOR 18-GAUGE BLACK & DARK BROWN SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,182,0.9,0.16,29.12
W182CPBDSHS,2-conductor-18-gauge-black-dark-brown-small-hounds-tooth-cotton-pulley-cord-ul-listed,2-CONDUCTOR 18-GAUGE BLACK & DARK BROWN SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,6,80.0,17.46,104.76
W182CPBDZZF,2-conductor-18-gauge-black-and-dark-brown-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & DARK BROWN ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,150,0.9,0.16,24.0
W182CPBDZZS,2-conductor-18-gauge-black-and-dark-brown-zig-zag-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK & DARK BROWN ZIG-ZAG COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,5,80.0,17.46,87.3
W182CPBKXXF,2-conductor-18-gauge-black-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,470,0.9,0.16,75.2
W182CPBKXXS,2-conductor-18-gauge-black-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BLACK COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,24,80.0,17.34,416.16
W182CPBNXXF,2-conductor-18-gauge-light-brown-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,430,0.9,0.16,68.8
W182CPBNXXMNS,2-conductor-18-gauge-light-brown-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot spool,active,,Wire,19,40.0,17.46,331.74
W182CPBNXXS,2-conductor-18-gauge-light-brown-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,3,80.0,17.46,52.38
W182CPBOXXF,2-conductor-18-gauge-burnt-orange-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON PULLEY CORD - UL-Listed,By the foot,active,,Wire,590,0.9,0.16,94.4
W182CPBOXXMNS,2-conductor-18-gauge-burnt-orange-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON PULLEY CORD - UL-Listed,NON UL by the 100-foot pool,active,,Wire,25,40.0,17.46,436.5
W182CPBOXXS,2-conductor-18-gauge-burnt-orange-cotton-pulley-cord,2-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON PULLEY CORD - UL-Listed,By the 100-foot spool,active,,Wire,6,80.0,17.46,104.76
