date,sku,change,reason,state,staff
2026-01-01,,-26,purchase,available,
2026-01-01,CS182RNDNK6,1,purchase,committed,
2026-01-01,W182RPWBXXF,-5,purchase,available,
2026-01-01,ISWVTGSLMBK,1,purchase,committed,
2026-01-01,SKSONK,10,purchase,committed,
2026-01-01,SKSOBK,5,purchase,committed,
2026-01-01,W182RPWBXXF,5,purchase,committed,
2026-01-01,CS182RNDNK6,-1,purchase,available,
2026-01-01,SKSOBR,15,purchase,committed,
2026-01-01,SKSOBK,-5,purchase,available,
2026-01-02,SKCKBZ,1,purchase,committed,
2026-01-02,SKCKBZ,-1,purchase,available,
2026-01-02,W183CPWHXXF,-25,purchase,available,
2026-01-02,W183CPBDSHF,-6,purchase,available,
2026-01-02,BA194L60,-1,purchase,available,
2026-01-02,W183CPBDSHF,6,purchase,committed,
2026-01-02,BA194L60,1,purchase,committed,
2026-01-02,W183CPWHXXF,25,purchase,committed,
2026-01-03,ADD18TWIST1,1,purchase,committed,
2026-01-03,PN2ACNWH,-1,purchase,available,Aaron Welch
2026-01-03,ADD18TWIST1,-1,purchase,available,
2026-01-03,FINIALTHBZ,-6,purchase,available,
2026-01-03,,-4,purchase,available,
2026-01-03,FINIALPYRAB,1,purchase,committed,
2026-01-03,FINIALTHAB,6,purchase,committed,
2026-01-03,PN2RUBRECTWH,1,purchase,committed,
2026-01-03,PN2ACNWH,1,purchase,committed,Aaron Welch
2026-01-03,SKPDUPLEX,4,purchase,committed,
2026-01-03,SKPDUPLEX,-4,purchase,available,
2026-01-03,SHHOLDUNONK,1,purchase,committed,
2026-01-03,PND18TCKU12,1,purchase,committed,
2026-01-03,FINIALTHBZ,6,purchase,committed,
2026-01-03,W182CTBWZZF,10,purchase,committed,Aaron Welch
2026-01-03,FINIALTHAB,-6,purchase,available,
2026-01-03,W182CTBWZZF,-10,purchase,available,Aaron Welch
2026-01-04,CANCONKBR,1,purchase,committed,
2026-01-04,PND18TCDU6,-1,purchase,available,
2026-01-04,W182RFGDXXF,-4,purchase,available,
2026-01-04,PND18TCDU6,1,purchase,committed,
2026-01-04,SHHOLDUNOBR,-1,purchase,available,
2026-01-04,W182RFGDXXF,4,purchase,committed,
2026-01-04,STRMETALBR,-1,purchase,available,
2026-01-04,STRMETALBR,1,purchase,committed,
2026-01-04,SHHOLDUNOBR,1,purchase,committed,
2026-01-04,CANCONKBR,-1,purchase,available,
2026-01-05,CS18TRIBNK6,1,order_edited,committed,Ian Nelson
2026-01-05,SWFRDIMBN,-1,purchase,available,
2026-01-05,W183CPBDSHF,-6,order_fulfilled,committed,
2026-01-05,FINIALTHBZ,-6,order_fulfilled,committed,
2026-01-05,CS16TRIBNK6,-1,order_edited,committed,Ian Nelson
2026-01-05,,-15,purchase,available,
2026-01-05,SKSOBR,-15,order_fulfilled,committed,
2026-01-05,SKSONK,-10,order_fulfilled,committed,
2026-01-05,PN2RUBRECTBK,-5,purchase,available,
2026-01-05,W183CPDPSHF,-8,order_fulfilled,committed,
2026-01-05,W183CPDPSHF,-18,purchase,available,
2026-01-05,PN2RUBRECTBK,5,purchase,committed,
2026-01-05,ADD18TWIST4,-1,order_fulfilled,committed,
2026-01-05,W182RFGDXXF,-4,order_fulfilled,committed,
2026-01-05,SKSOBK,-5,order_fulfilled,committed,
2026-01-05,W182RPWBXXF,-5,order_fulfilled,committed,
2026-01-05,BA194L60,-1,order_fulfilled,committed,
2026-01-05,PN3HVRUBBK,-1,purchase,available,
2026-01-05,CS18TRECWH16,-1,order_fulfilled,committed,
2026-01-05,CKNOB-GG,-6,order_fulfilled,committed,
2026-01-05,SKPDUPLEX,-4,order_fulfilled,committed,
2026-01-05,CS18TRIBNK6,-1,order_edited,available,Ian Nelson
2026-01-05,PN2FEMRUBREC,-10,order_fulfilled,committed,
2026-01-05,W182RTSTXXF,-16,order_fulfilled,committed,
2026-01-05,CS16TRIBNK6,1,order_edited,available,Ian Nelson
2026-01-05,SWFRDIMBN,1,purchase,committed,
2026-01-05,W163CSGNYLF,10,purchase,committed,
2026-01-05,PN3HVRUBBK,1,purchase,committed,
2026-01-05,PN2RUBRECTWH,-5,order_fulfilled,committed,
2026-01-05,SKCKBZ,-1,order_fulfilled,committed,
2026-01-05,PN2FEMRUBREC,10,purchase,committed,
2026-01-05,PN2RUBRECTBK,-5,order_fulfilled,committed,
2026-01-05,FINIALTHAB,-6,order_fulfilled,committed,
2026-01-05,FINIALPYRAB,-1,order_fulfilled,committed,
2026-01-05,W183CPWHXXF,-25,order_fulfilled,committed,
2026-01-05,W183CPDPSHF,18,purchase,committed,
2026-01-05,PN2RUBRECTWH,5,purchase,committed,
2026-01-05,PN2FEMRUBREC,-10,purchase,available,
2026-01-05,PN3HVRUBBK,-1,order_fulfilled,committed,
2026-01-06,PNDOVSD6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKKR2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCDU12,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCK10,199998,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCDU2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKPR12,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCK12,199998,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCAND12,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVSK20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,W182CPBR2TS,1,purchase,committed,
2026-01-06,PNDOVCDU16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCAND16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKK12,99999,manual_adjustment,available,Ian Nelson
2026-01-06,SWVTGSLIMGD,1,purchase,committed,
2026-01-06,PN2RUBRECTWH,-1,order_fulfilled,committed,
2026-01-06,PNDOVSK2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,SWFRDIMBN,-1,restock,committed,Ian Nelson
2026-01-06,PNDOVCDU10,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PN2RUBRECTWH,-1,purchase,available,Ian Nelson
2026-01-06,PNDOVPK16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PND18TCKU12,-1,order_fulfilled,committed,
2026-01-06,PND18TCDU6,-1,order_fulfilled,committed,
2026-01-06,PNDOVSD16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCAND20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKK10,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKK20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVPK12,99999,manual_adjustment,available,Ian Nelson
2026-01-06,,-7,purchase,available,Ian Nelson
2026-01-06,CANCONKBR,-1,order_fulfilled,committed,
2026-01-06,PNDOVCC12,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKR16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCDU20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PN2RIBBK,1,purchase,committed,
2026-01-06,PNDOVCKU12,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVSO2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKK6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCOU6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,W182CFBR3TF,-15,purchase,available,
2026-01-06,PNDOVBKPR20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,ISWSLIMBK,-1,order_fulfilled,committed,
2026-01-06,PN2RECTBK,2,purchase,committed,
2026-01-06,SWVTGLGBN,1,purchase,committed,
2026-01-06,PNDOVBKPR10,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCO20,199998,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCKU6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCC10,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCD6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKPR16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCO2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,ADD18TWIST1,-1,order_fulfilled,committed,
2026-01-06,PNDOVBKR6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,CS182RNDNK6,-1,order_fulfilled,committed,
2026-01-06,PNDOVCOU16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,CS18TRIBNK6,-1,order_fulfilled,committed,
2026-01-06,SHHOLDUNONK,-1,order_fulfilled,committed,
2026-01-06,PNDOVCO6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKPR2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PN2FEMRUBREC,1,purchase,committed,Ian Nelson
2026-01-06,PNDOVSO16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCO12,199998,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCK20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,W183CPDPSHF,-18,order_fulfilled,committed,
2026-01-06,PNDOVCD2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCKU2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVSK6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKK2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCKU10,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCK16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCAND2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,STRMETALBR,-1,order_fulfilled,committed,
2026-01-06,SHHOLDUNOBR,-1,order_fulfilled,committed,
2026-01-06,SWFRDIMBN,1,restock,available,Ian Nelson
2026-01-06,PN2RUBRECTWH,1,purchase,committed,Ian Nelson
2026-01-06,PN2ANFACBN,-1,purchase,available,
2026-01-06,PNDOVCC16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCAND10,99999,manual_adjustment,available,Ian Nelson
2026-01-06,ISWVTGSLMBK,-1,order_fulfilled,committed,
2026-01-06,W182CPPRSHF,14,purchase,committed,
2026-01-06,PNDOVCC6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCD10,299997,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVPK20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCOU12,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCOU20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,W182RTWHXXF,6,purchase,committed,Ian Nelson
2026-01-06,SKCCBZ,-2,purchase,available,
2026-01-06,PNDOVSO20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCKU16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVPK10,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKR12,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVPK2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,W121CRBK100S,-1,purchase,available,
2026-01-06,PNDOVCD20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PN3HVRUBBK,-1,order_fulfilled,committed,
2026-01-06,PNDOVCO10,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCDU6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,SKCCBZ,2,purchase,committed,
2026-01-06,PNDOVSK16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,W182CFBR3TF,15,purchase,committed,
2026-01-06,PN2RECTBN,1,purchase,committed,
2026-01-06,PNDOVCOU10,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVSD2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCOU2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVSO6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCK6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCO16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,W121CRBK100S,1,purchase,committed,
2026-01-06,PNDOVSD20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,CKNOB-GF,25,purchase,committed,
2026-01-06,W121CRBKXXF,20,purchase,committed,
2026-01-06,PNDOVBKR10,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCD12,199998,manual_adjustment,available,Ian Nelson
2026-01-06,W163CSGNYLF,-10,order_fulfilled,committed,
2026-01-06,PNDOVCKU20,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKPR6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,BST19CG60,1,purchase,committed,
2026-01-06,PNDOVCAND6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,SKCCBZ,-2,order_fulfilled,committed,
2026-01-06,PNDOVCC2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVPK6,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCK2,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVBKK16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PNDOVCD16,99999,manual_adjustment,available,Ian Nelson
2026-01-06,PN2ANFACBN,1,purchase,committed,
2026-01-06,,-67,purchase,available,
2026-01-06,PNDOVBKR20,99999,manual_adjustment,available,Ian Nelson
2026-01-07,W121CRBKXXF,-20,order_fulfilled,committed,
2026-01-07,W182CPBR2TS,-1,order_fulfilled,committed,
2026-01-07,W163CJDBXXS,2,purchase,committed,
2026-01-07,LGTTTLGHWASR,2,restock,available,Ian Nelson
2026-01-07,PN2ANFACBN,-1,order_fulfilled,committed,
2026-01-07,W121CRBK100S,-1,order_fulfilled,committed,
2026-01-07,LGTTTLGHWASR,-2,restock,committed,Ian Nelson
2026-01-07,W163CJDBXXS,-2,order_fulfilled,committed,
2026-01-07,LGTTTLGHWASR,2,purchase,committed,
2026-01-07,W163CJDBXXS,-2,purchase,available,
2026-01-07,SKSK1-4NK,-1,purchase,available,
2026-01-07,W183RPSTXXS,1,purchase,committed,
2026-01-07,PN2RUBRECTWH,-1,order_fulfilled,committed,
2026-01-07,STRCOLLBK,1,purchase,committed,
2026-01-07,SKSK1-4NK,1,purchase,committed,
2026-01-07,PN2FEMRUBREC,-1,order_fulfilled,committed,
2026-01-07,BST19CG60,-1,order_fulfilled,committed,
2026-01-07,STRCOLLBK,-1,purchase,available,
2026-01-07,PN2RIBBK,-1,order_fulfilled,committed,
2026-01-07,SHIPCUSTACCT,1,purchase,committed,
2026-01-07,SHIPCUSTACCT,-1,purchase,available,
2026-01-07,,-1,purchase,available,
2026-01-07,LGTTTLGHWASR,-2,purchase,available,
2026-01-07,W182RTWHXXF,-6,order_fulfilled,committed,
2026-01-07,CKNOB-GF,-25,order_fulfilled,committed,
2026-01-08,W182RTSTXXF,10,manual_adjustment,available,Ian Nelson
2026-01-08,W121CRBK100S,-1,purchase,available,
2026-01-08,W182CTPTGDF,-5,purchase,available,
2026-01-08,W222RTWHXXF,-30,purchase,available,
2026-01-08,W121CRBK100S,1,purchase,committed,
2026-01-08,SKSK1-4NK,-1,order_fulfilled,committed,
2026-01-08,SKPKBN,-1,purchase,available,
2026-01-08,STRCOLLBK,-1,order_fulfilled,committed,
2026-01-08,W182CTPTGDF,5,purchase,committed,
2026-01-08,SHIPCUSTACCT,-1,order_cancellation,committed,Ian Nelson
2026-01-08,W183RPSTXXS,-1,order_fulfilled,committed,
2026-01-08,SKPKBN,1,purchase,committed,
2026-01-08,W222RTWHXXF,30,purchase,committed,
2026-01-08,SKPKBN,-1,order_fulfilled,committed,
2026-01-09,W182CTBWZZF,40,manual_adjustment,available,Ian Nelson
2026-01-09,W182CTPTGDF,15,manual_adjustment,available,Ian Nelson
2026-01-09,W182RTGDXXF,16,manual_adjustment,available,Ian Nelson
2026-01-09,W182CTBWZZF,-10,order_fulfilled,committed,
2026-01-09,PN3HVRUBBK,-1,purchase,available,
2026-01-09,W182RTMBXXF,6,manual_adjustment,available,Ian Nelson
2026-01-09,W121CRBK100S,-1,order_fulfilled,committed,
2026-01-09,W182CTPTGDF,-5,order_fulfilled,committed,
2026-01-09,W182RTWBXXF,5,manual_adjustment,available,Ian Nelson
2026-01-09,PN2RUBRECTBK,1000,manual_adjustment,available,Ian Nelson
2026-01-09,PN3HVRUBBK,1,purchase,committed,
2026-01-09,W182CTGDGYF,11,manual_adjustment,available,Ian Nelson
2026-01-09,PN3HVRUBBK,-1,order_fulfilled,committed,
2026-01-09,W182CTRGXXF,29,manual_adjustment,available,Ian Nelson
2026-01-09,W163CSGNYLF,25,purchase,committed,
2026-01-09,W182CTGNXXF,4,manual_adjustment,available,Ian Nelson
2026-01-09,W182RTSTXXF,6,manual_adjustment,available,Ian Nelson
2026-01-09,W222RTWHXXF,-30,order_fulfilled,committed,
2026-01-09,PN2ACNWH,-1,order_fulfilled,committed,
2026-01-09,W182CTBKXXF,7,manual_adjustment,available,Ian Nelson
2026-01-09,W182RTBKXXF,19,manual_adjustment,available,Ian Nelson
2026-01-09,W163CSGNYLF,-25,order_fulfilled,committed,
2026-01-09,W163CSGNYLF,-25,purchase,available,
2026-01-10,W182CTBWZZF,6,purchase,committed,
2026-01-10,SKCCBZ,-1,purchase,available,
2026-01-10,SKSONK,-1,purchase,available,
2026-01-10,W182CTBWZZF,-6,purchase,available,
2026-01-10,SKSONK,1,purchase,committed,
2026-01-10,SKCCBZ,1,purchase,committed,
2026-01-10,,-17,purchase,available,
2026-01-10,PN2RECTBK,1,purchase,committed,
2026-01-10,W182CTDBXXF,16,purchase,committed,
2026-01-11,W182RPGDXXF,-8,purchase,available,
2026-01-11,W182CPWHXXF,-24,purchase,available,
2026-01-11,W182CPWHXXF,24,purchase,committed,
2026-01-11,W182RPGDXXF,8,purchase,committed,
2026-01-12,ISWROTBN,-1,purchase,available,
2026-01-12,SKSONK,-1,order_fulfilled,committed,
2026-01-12,W183RPPWXXF,15,purchase,committed,
2026-01-12,W202RTGDXXS,5,manual_adjustment,available,Ian Nelson
2026-01-12,PN3THERMOBK,1,purchase,committed,
2026-01-12,W202RTGDXXS,4,purchase,committed,
2026-01-12,ISWROTBN,1,purchase,committed,
2026-01-12,W202RTGDXXS,-4,purchase,available,
2026-01-12,W182CTBWZZF,-6,order_fulfilled,committed,
2026-01-12,SKCCBZ,-1,order_fulfilled,committed,
2026-01-12,W182CTDBXXF,-16,order_fulfilled,committed,
2026-01-12,PND16TCAND16,1,purchase,committed,
2026-01-12,PN2RECTBK,-1,order_fulfilled,committed,
2026-01-12,W183RPPWXXF,-15,purchase,available,
2026-01-12,W182RPGDXXF,-8,order_fulfilled,committed,
2026-01-12,,-3,purchase,available,
2026-01-12,W202RTGDXXF,400,manual_adjustment,available,Ian Nelson
2026-01-12,W182CPWHXXF,-24,order_fulfilled,committed,
2026-01-12,PN3HVRUBBK,1,purchase,committed,
2026-01-13,W183CPGGZZF,9,purchase,committed,
2026-01-13,W183CPRDXXMNS,1,purchase,committed,Ian Nelson
2026-01-13,SMPALL4,1,order_edited,available,Ian Nelson
2026-01-13,W183CPPRSHS,-1,order_fulfilled,committed,
2026-01-13,W182RPWBXXF,6,purchase,committed,
2026-01-13,PN2RUBRECTBK,-1,order_edited,available,Ian Nelson
2026-01-13,W182CTGGZZF,30,purchase,committed,
2026-01-13,PCOVERBK,-6,purchase,available,
2026-01-13,W182CTBWZZF,24,purchase,committed,
2026-01-13,W183CPRDXXMNS,-1,order_fulfilled,committed,
2026-01-13,W183RPGDXXMNS,1,purchase,committed,Ian Nelson
2026-01-13,W183RPGDXXMNS,-1,order_fulfilled,committed,
2026-01-13,PN2RUBRECTBK,1,order_edited,committed,Ian Nelson
2026-01-13,W183CPBPZZF,20,purchase,committed,
2026-01-13,W183CPDPSHF,10,purchase,committed,
2026-01-13,ISWFLRWCL,20,manual_adjustment,available,Ian Nelson
2026-01-13,,-118,purchase,available,
2026-01-13,W183CPPRLHF,10,purchase,committed,
2026-01-13,W202RTSTXXF,-6,purchase,available,
2026-01-13,W183CPDWSHMNS,-1,order_fulfilled,committed,
2026-01-13,W182CTBWZZF,-24,purchase,available,
2026-01-13,W202RTSTXXF,6,purchase,committed,
2026-01-13,W182CPGGZZF,20,purchase,committed,
2026-01-13,SMPALL4,1,purchase,committed,
2026-01-13,W183RPPWXXF,-15,order_fulfilled,committed,
2026-01-13,W183CPBDSHF,1,purchase,committed,
2026-01-13,W183CPDWSHMNS,1,purchase,committed,Ian Nelson
2026-01-13,PCOVERBK,6,purchase,committed,
2026-01-13,,20,initial_adjustment,available,Ian Nelson
2026-01-13,SMPALLF,1,order_edited,committed,Ian Nelson
2026-01-13,PN3HVRUBBK,-1,order_fulfilled,committed,
2026-01-13,PN2RUBRECTBK,-1,order_fulfilled,committed,
2026-01-13,SMPALLF,-1,order_edited,available,Ian Nelson
2026-01-13,W183CPBR2TF,10,purchase,committed,
2026-01-13,PN2ACNBK,1,purchase,committed,
2026-01-13,W183CPDPZZF,10,purchase,committed,
2026-01-13,W183CPPRSHS,1,purchase,committed,Ian Nelson
2026-01-13,SMPALL4,-1,order_edited,committed,Ian Nelson
2026-01-13,W183RPGDXXMNS,-1,purchase,available,Ian Nelson
2026-01-13,ISWFLRWBK,22,manual_adjustment,available,Ian Nelson
2026-01-13,PN3THERMOBK,-1,order_fulfilled,committed,
2026-01-13,,-3,purchase,available,Ian Nelson
2026-01-13,W183CPBPZZF,-20,purchase,available,
2026-01-13,W182CPPRSHF,10,purchase,committed,
2026-01-14,W202RTSTXXF,-6,order_fulfilled,committed,
2026-01-14,CKNOB-GF,23,manual_adjustment,available,Ian Nelson
2026-01-14,W183CPPRLHF,-10,order_fulfilled,committed,
2026-01-14,,-1,purchase,available,
2026-01-14,SWVTGLGBN,-1,order_fulfilled,committed,
2026-01-14,PN2ANFACBN,1,purchase,committed,
2026-01-14,W182CFGYXXMNS,-1,purchase,available,
2026-01-14,W183CPGGZZF,-9,order_fulfilled,committed,
2026-01-14,CS16TRNDNK6,-1,purchase,available,
2026-01-14,PN2ANFACBN,-1,order_fulfilled,committed,
2026-01-14,CTUBE-3G,143,manual_adjustment,available,Ian Nelson
2026-01-14,W182CPDPSHF,-8,purchase,available,
2026-01-14,PN2RECTBN,-1,order_fulfilled,committed,
2026-01-14,SWVTGSLIMGD,-1,order_edited,committed,Ian Nelson
2026-01-14,SMPALLF,-1,order_fulfilled,committed,
2026-01-14,CTUBE-3F,43,manual_adjustment,available,Ian Nelson
2026-01-14,CKNOB-UG,6,manual_adjustment,available,Ian Nelson
2026-01-14,W183CPBDSHF,-1,order_fulfilled,committed,
2026-01-14,SWVTGSLIMGD,1,order_edited,available,Ian Nelson
2026-01-14,W183CPBR2TF,-10,order_fulfilled,committed,
2026-01-14,CS16TRNDNK6,1,purchase,committed,
2026-01-14,W182CTBWZZF,-24,order_fulfilled,committed,
2026-01-14,PN2ACNBK,-1,order_fulfilled,committed,
2026-01-14,SWVTGSLIMBK,1,order_edited,committed,Ian Nelson
2026-01-14,W163CJDBXXF,-15,purchase,available,
2026-01-14,PN2RECTBK,-2,order_fulfilled,committed,
2026-01-14,W182CPPRSHF,-24,order_fulfilled,committed,
2026-01-14,CKNOB-UF,2,manual_adjustment,available,Ian Nelson
2026-01-14,W182RPWBXXF,-6,order_fulfilled,committed,
2026-01-14,W182CPDPSHF,-8,order_fulfilled,committed,
2026-01-14,W182CFGYXXMNS,-1,order_fulfilled,committed,
2026-01-14,CKNOB-GG,112,manual_adjustment,available,Ian Nelson
2026-01-14,SWVTGSLIMBK,-1,order_edited,available,Ian Nelson
2026-01-14,W182CTGGZZF,-30,order_fulfilled,committed,
2026-01-14,W182CFGYXXMNS,1,purchase,committed,
2026-01-14,W182CFBR3TF,-15,order_fulfilled,committed,
2026-01-14,W183CPDPZZF,-10,order_fulfilled,committed,
2026-01-14,W163CJDBXXF,15,purchase,committed,
2026-01-14,W183CPBPZZF,-20,order_fulfilled,committed,
2026-01-14,W182CPDPSHF,8,purchase,committed,
2026-01-14,W182CPGGZZF,-20,order_fulfilled,committed,
2026-01-14,PCOVERBK,-6,order_fulfilled,committed,
2026-01-14,W183CPDPSHF,-10,order_fulfilled,committed,
2026-01-15,W182CPWHXXF,16,purchase,committed,
2026-01-15,W182CPWHXXF,-16,purchase,available,
2026-01-15,STRCOLLBR,-1,order_fulfilled,committed,
2026-01-15,,-8,purchase,available,
2026-01-15,STRPLASBK,2,purchase,committed,
2026-01-15,W182RPGDXXF,-2,order_fulfilled,committed,
2026-01-15,STRCOLLBR,-1,purchase,available,
2026-01-15,W182RPBKXXF,25,purchase,committed,
2026-01-15,W182RPBKXXF,-25,purchase,available,
2026-01-15,STRPLASBK,-2,purchase,available,
2026-01-15,W182RPGDXXF,2,purchase,committed,
2026-01-15,STRCOLLBR,1,purchase,committed,
2026-01-15,SKASEPTPW,6,purchase,committed,
2026-01-16,SWROTCL,2,purchase,committed,Ian Nelson
2026-01-16,SWROTDIMBN,2,purchase,committed,
2026-01-16,SKCANDBKBK,3,purchase,committed,Ian Nelson
2026-01-16,SWROTDIMBK,2,purchase,committed,Ian Nelson
2026-01-16,PN2RECTBN,5,purchase,committed,Ian Nelson
2026-01-16,CKNOB-GF,52,manual_adjustment,available,Ian Nelson
2026-01-16,BLEDT6AMB2.5,1,purchase,committed,Ian Nelson
2026-01-16,SWROTBN,-2,order_fulfilled,committed,Ian Nelson
2026-01-16,STRCOLLBZ,-2,purchase,available,Ian Nelson
2026-01-16,SKPKBK,-8,order_fulfilled,committed,Ian Nelson
2026-01-16,SWSLIMBN,2,purchase,committed,Ian Nelson
2026-01-16,SKCANDBKRBK,-2,order_fulfilled,committed,Ian Nelson
2026-01-16,PN2RECTBN,-5,order_fulfilled,committed,Ian Nelson
2026-01-16,SKCDUBZ,-1,order_fulfilled,committed,Ian Nelson
