date,sku,change,reason,state,staff
2026-02-11,PN2RECTBN,-1,order_fulfilled,committed,
2026-02-11,W162CTBKXXF,5000,manual_adjustment,available,Ian Nelson
2026-02-11,W182CPRDXXF,-50,purchase,available,
2026-02-11,TSIL12YDCLR,-1,order_fulfilled,committed,
2026-02-11,W182CTPTGDF,-8,order_fulfilled,committed,
2026-02-11,W182CTGDGYF,-31,order_fulfilled,committed,
2026-02-11,W183RPWBXXF,-1,order_fulfilled,committed,
2026-02-11,SKCDBK,-1,order_fulfilled,committed,
2026-02-11,CS14CPDB8,6,purchase,committed,
2026-02-11,SKCCBZ,-1,order_fulfilled,committed,
2026-02-11,BST19CG60,-2,order_fulfilled,committed,
2026-02-11,W182CPBKXXS,2,purchase,committed,
2026-02-11,W182CPBKXXF,-1,order_fulfilled,committed,
2026-02-11,SKCDBZ,-3,order_fulfilled,committed,
2026-02-11,W162CTDBXXS,13,manual_adjustment,available,Ian Nelson
2026-02-11,W182CPTQXXF,-30,order_fulfilled,committed,
2026-02-11,W182RPWBXXS,2,purchase,committed,
2026-02-11,W163CJBKXXF,-25,order_fulfilled,committed,
2026-02-11,SHIPLOCALPU,-2,order_fulfilled,committed,Ian Nelson
2026-02-11,W182CFRDXXF,-10,order_fulfilled,committed,
2026-02-11,SHHDUNOLGBZ,-2,order_fulfilled,committed,
2026-02-11,W182CPBKXXF,126,purchase,committed,Ian Nelson
2026-02-11,W162CTDBXXL,10,manual_adjustment,available,Ian Nelson
2026-02-11,CS14CPDB8,-6,purchase,available,
2026-02-11,W182CPRDXXF,50,purchase,committed,
2026-02-11,W162CTPTGDF,-10,order_fulfilled,committed,
2026-02-11,W163CSBKXXF,5490,manual_adjustment,available,Ian Nelson
2026-02-11,SKCKUBZ,-2,order_fulfilled,committed,
2026-02-11,W182CPBNXXS,2,purchase,committed,
2026-02-11,W182CTSBXXF,-16,order_fulfilled,committed,
2026-02-11,W182CTGYXXL,-1,order_fulfilled,committed,
2026-02-11,W182RPWBXXS,-2,purchase,available,
2026-02-11,W162CTBKXXL,11,manual_adjustment,available,Ian Nelson
2026-02-11,PN2RECTWH,-1,order_fulfilled,committed,
2026-02-11,W162CTDBXXF,5500,manual_adjustment,available,Ian Nelson
2026-02-11,W182CPBKXXS,20,manual_adjustment,available,Ian Nelson
2026-02-11,W182RPWBXXF,-1,order_fulfilled,committed,
2026-02-11,PN3THERMOBK,-2,order_fulfilled,committed,
2026-02-11,STRMETALBZ,-3,order_fulfilled,committed,
2026-02-11,W182CPBNXXF,-50,order_fulfilled,committed,
2026-02-11,W182CPWHXXF,-70,order_fulfilled,committed,
2026-02-11,SKCKBR,-1,order_fulfilled,committed,
2026-02-11,W182CTWHXXF,-4,order_fulfilled,committed,
2026-02-11,W182CPBKXXF,-126,purchase,available,Ian Nelson
2026-02-11,W182CPGDXXF,-10,order_fulfilled,committed,
2026-02-11,W183CPBW2CS,-1,order_fulfilled,committed,
2026-02-11,W143CPBKXXF,-10,order_fulfilled,committed,
2026-02-11,SKCOUBZ,1,purchase,committed,
2026-02-11,W182CPBKXXF,2000,received,available,Ian Nelson
2026-02-11,W182RTBKXXF,-12,order_fulfilled,committed,
2026-02-11,SKCOUBR,1,purchase,committed,
2026-02-11,W163CSBKXXS,37,manual_adjustment,available,Ian Nelson
2026-02-11,W162CTPTGDL,-1,order_fulfilled,committed,
2026-02-11,SWLGBN,-2,order_fulfilled,committed,
2026-02-11,SWVTGLGIV,-1,order_fulfilled,committed,
2026-02-11,SKCKBK,-2,order_fulfilled,committed,
2026-02-11,STRCOLLBZ,-2,order_fulfilled,committed,
2026-02-11,SKCDNK,-2,order_fulfilled,committed,
2026-02-19,CTUBE-3F,15,purchase,committed,
2026-02-19,W121CRBKXXF,-10,order_fulfilled,committed,
2026-02-19,CTUBE-3F,-15,purchase,available,
2026-02-19,CKNOB-GF,-35,purchase,available,
2026-02-19,CKNOB-GF,35,purchase,committed,
2026-02-19,PN3THERMOBN,-1,order_fulfilled,committed,
2026-02-19,W183RPWBXXF,-15,order_fulfilled,committed,
2026-02-19,W182CFGDXXF,-60,order_fulfilled,committed,
2026-02-20,ISWVTGSLMWH,-1,order_fulfilled,committed,
2026-02-20,PN2RECTWH,-1,order_fulfilled,committed,
2026-02-20,PND183CKUDAB10,-1,order_fulfilled,committed,
2026-02-20,SKCOBR,-1,purchase,available,
2026-02-20,W182CTDBXXS,22,manual_adjustment,available,Ian Nelson
2026-02-20,W182CTRWZZS,-1,order_fulfilled,committed,
2026-02-20,W143CPBKXXS,-1,order_fulfilled,committed,Ian Nelson
2026-02-20,W182CTBKXXS,2,purchase,committed,
2026-02-20,W182RPWBXXS,-1,order_fulfilled,committed,
2026-02-20,PN3THERMOBK,50,purchase,committed,
2026-02-20,W182CTDBXXF,1000,manual_adjustment,available,Ian Nelson
2026-02-20,W182CPPTXXS,-1,order_fulfilled,committed,
2026-02-20,PND183CKUDAB2,-4,order_fulfilled,committed,
2026-02-20,W162CTDBXXS,-1,order_fulfilled,committed,Ian Nelson
2026-02-20,W183RPWHXXMNS,-2,order_fulfilled,committed,Ian Nelson
2026-02-20,SKCOBR,1,purchase,committed,
2026-02-20,PN3THERMOBK,-50,purchase,available,
2026-02-20,W182CTBKXXS,-2,purchase,available,
2026-02-20,W162CTBKXXS,-1,order_fulfilled,committed,Ian Nelson
2026-02-20,CTUBE-3F,-15,order_fulfilled,committed,
2026-02-20,W163CSBKXXS,-1,order_fulfilled,committed,Ian Nelson
2026-02-20,PND182BKK12,-1,order_fulfilled,committed,
2026-02-20,W183RPGDXXS,-1,order_fulfilled,committed,
2026-02-20,W183CPPRSHS,-1,order_fulfilled,committed,
2026-02-20,CKNOB-GF,-35,order_fulfilled,committed,
2026-02-20,,-2,purchase,available,
2026-02-20,W182CTDBXXS,2,purchase,committed,
2026-02-20,W182CTDBXXL,10,manual_adjustment,available,Ian Nelson
2026-02-20,W143RPPWXXS,-1,order_fulfilled,committed,
2026-02-20,W143CPDBXXS,-1,order_fulfilled,committed,Ian Nelson
2026-02-20,SKCOBR,-1,order_fulfilled,committed,
2026-02-21,ISWVTGLGIV,-2,purchase,available,
2026-02-21,ISWVTGLGIV,2,purchase,committed,
2026-02-21,PN3HVRUBBK,-1,purchase,available,
2026-02-21,PN3HVRUBBK,1,purchase,committed,
2026-02-21,W163CJBW1CF,6,purchase,committed,
2026-02-21,PND18TBKK12,2,purchase,committed,
2026-02-21,,-10,purchase,available,
2026-02-21,W121CRBKXXF,5,purchase,committed,
2026-02-21,W121CRBKXXF,-5,purchase,available,
2026-02-22,W202RTBKXXF,20,purchase,committed,
2026-02-22,W121CRBKXXF,-6,purchase,available,
2026-02-22,PN2ANFACBN,2,purchase,committed,
2026-02-22,BST19CG40,1,purchase,committed,
2026-02-22,CTUBE-3G,3,purchase,committed,
2026-02-22,PN2ANFACBN,-2,purchase,available,
2026-02-22,W182CTDBXXL,1,purchase,committed,
2026-02-22,W121CRBKXXF,6,purchase,committed,
2026-02-22,,-28,purchase,available,
2026-02-22,CKNOB-GG,3,purchase,committed,
2026-02-23,W222RTWHXXF,6,purchase,committed,
2026-02-23,,-27,purchase,available,
2026-02-23,SKSK1-4BR,-1,purchase,available,
2026-02-23,SKCDUBK,-1,purchase,available,
2026-02-23,BLEDA19AMB4.5,1,purchase,committed,
2026-02-23,SKCDUBK,-1,order_fulfilled,committed,
2026-02-23,CKNOB-GG,-3,order_fulfilled,committed,
2026-02-23,W182CPBKXXF,-1382,manual_adjustment,available,Ian Nelson
2026-02-23,W182CPRDXXF,-24,order_fulfilled,committed,
2026-02-23,CS14CPDB8,-6,order_fulfilled,committed,
2026-02-23,PN3HVRUBBK,-1,order_fulfilled,committed,
2026-02-23,ADD182PULL1,-1,order_fulfilled,committed,
2026-02-23,BLEDST19AMBS4.5,1,purchase,committed,
2026-02-23,W121CRBKXXF,-11,order_fulfilled,committed,
2026-02-23,W182CPRDXXF,24,purchase,committed,
2026-02-23,BLEDA19AMB4.5,-1,purchase,available,
2026-02-23,SKCDUBK,1,purchase,committed,
2026-02-23,W163CJBW1CF,-6,order_fulfilled,committed,
2026-02-23,SKBKBK,-1,order_fulfilled,committed,
2026-02-23,W183CPBNXXF,6,purchase,committed,
2026-02-23,SKSK1-4BR,1,purchase,committed,
2026-02-23,BLEDT6AMB2.5,-2,order_fulfilled,committed,
2026-02-23,CTUBE-3G,-3,order_fulfilled,committed,
2026-02-23,BLEDA19AMB4.5,-1,order_fulfilled,committed,
2026-02-23,W182CPBKXXS,7,manual_adjustment,available,Ian Nelson
2026-02-23,BLEDT6AMB2.5,2,purchase,committed,
2026-02-23,W222RTWHXXF,-6,order_fulfilled,committed,
2026-02-23,ISWLGBN,-1,order_fulfilled,committed,
2026-02-23,BLEDST19AMBS4.5,-1,order_fulfilled,committed,
2026-02-23,W222RTWHXXF,-6,purchase,available,
2026-02-23,W202CTBKXXF,110,manual_adjustment,available,Ian Nelson
2026-02-23,CS182RBREC8,-1,order_fulfilled,committed,
2026-02-23,W202CTBKXXS,9,manual_adjustment,available,Ian Nelson
2026-02-23,W183CPBNXXF,-6,purchase,available,
2026-02-24,W183RPWBXXF,-100,purchase,available,
2026-02-24,SKSK1-4BR,-1,order_fulfilled,committed,
2026-02-24,STRMETALNK,2,purchase,committed,
2026-02-24,W183RPWBXXF,100,purchase,committed,
2026-02-24,PN2RNDNKBK,-1,purchase,available,
2026-02-24,W183CPBNXXF,-6,order_fulfilled,committed,
2026-02-24,,-36,purchase,available,
2026-02-24,PCOVERBK,6,purchase,committed,
2026-02-24,W182RTWHXXF,18,purchase,committed,
2026-02-24,STRMETALNK,-2,purchase,available,
2026-02-24,W182RTWHXXF,-18,purchase,available,
2026-02-24,W182CPBKXXF,30,purchase,committed,
2026-02-24,PN2RNDNKBK,1,purchase,committed,
2026-02-25,PCOVERBK,-6,order_fulfilled,committed,
2026-02-25,W182RTWBXXF,5,purchase,committed,
2026-02-25,PN2RNDNKBK,-1,order_fulfilled,committed,
2026-02-25,W182CPBKXXS,1,purchase,committed,
2026-02-25,W182CPBKXXS,-1,purchase,available,
2026-02-25,W182RTMBXXF,15,purchase,committed,
2026-02-25,W182RTMBXXF,-15,purchase,available,
2026-02-25,W182CTPTGDS,3,manual_adjustment,available,Ian Nelson
2026-02-25,W163CSGNYLS,1,purchase,committed,
2026-02-25,SHWHENEDIT,2,purchase,committed,
2026-02-25,W182CTBKXXS,1,purchase,committed,
2026-02-25,W182CTWHXXS,1,manual_adjustment,available,Ian Nelson
2026-02-25,W182CTDBXXS,1,purchase,committed,Ian Nelson
2026-02-25,SHWHENEDIT,-2,purchase,available,
2026-02-25,W182RPBKXXS,1,purchase,committed,
2026-02-25,W182CPPTXXS,2,purchase,committed,
2026-02-25,,-10,purchase,available,
2026-02-25,W182CTDBXXS,-1,purchase,available,Ian Nelson
2026-02-25,W182CPBKXXF,-30,order_fulfilled,committed,
2026-02-25,STRMETALNK,-2,order_fulfilled,committed,
2026-02-26,W182CPBW2TF,100,manual_adjustment,available,Ian Nelson
2026-02-26,W182RPWBXXF,-9687,manual_adjustment,available,Ian Nelson
2026-02-26,PN2RNDNKBK,2,purchase,committed,
2026-02-26,W182CPBW2TS,5,manual_adjustment,available,Ian Nelson
2026-02-26,BLEDT104.5,-1,purchase,available,
2026-02-26,W182RTMBXXF,-15,order_fulfilled,committed,
2026-02-26,PN2RIBBK,-1,purchase,available,
2026-02-26,W182CPBPSHF,93,manual_adjustment,available,Ian Nelson
2026-02-26,W182CPDPSHF,90,manual_adjustment,available,Ian Nelson
2026-02-26,W182CPDPSHS,4,manual_adjustment,available,Ian Nelson
2026-02-26,PN2RIBBK,1,purchase,committed,
2026-02-26,,-2,purchase,available,
2026-02-26,ISWROTDIMBK,1,purchase,committed,
2026-02-26,W182CPBPSHS,5,manual_adjustment,available,Ian Nelson
2026-02-26,W182RTWBXXF,-5,order_fulfilled,committed,
2026-02-26,PNDPARBKKR6,1,purchase,committed,
2026-02-26,W182RPWBXXS,6,manual_adjustment,available,Ian Nelson
2026-02-26,BLEDT104.5,1,purchase,committed,
2026-02-26,PN2RNDNKBK,-2,purchase,available,
2026-02-27,SHWHENEDIT,1,purchase,committed,
2026-02-27,PN2RNDNKBK,-2,order_fulfilled,committed,
2026-02-27,SHWHENEDIT,3,restock,available,Ian Nelson
2026-02-27,SHWHENEDIT,-3,restock,committed,Ian Nelson
2026-02-27,SHWHENEDIT,-1,purchase,available,
2026-02-27,W182RFBNXXS,-10,order_fulfilled,committed,
2026-02-27,W182CTDBXXS,-1,order_fulfilled,committed,
2026-02-12,TSIL12YDCLR,1,purchase,committed,
2026-02-12,W183CPDPSHS,1,purchase,committed,
2026-02-12,,-4,purchase,available,Aaron Welch
2026-02-12,SKPGNDK,-2,purchase,available,
2026-02-12,,-31,purchase,available,
2026-02-12,SKPGNDK,-2,order_fulfilled,committed,
2026-02-12,W162CTGGZZF,1,purchase,committed,Aaron Welch
2026-02-12,SKCOUBZ,-1,order_fulfilled,committed,
2026-02-12,PN3THERMOBN,2,purchase,committed,
2026-02-12,W182CPBDSHF,-12,purchase,available,
2026-02-12,W162CTGGZZF,-1,order_fulfilled,committed,
2026-02-12,W162CTGGZZF,-1,purchase,available,Aaron Welch
2026-02-12,PN2RUBRECTBK,-50,purchase,available,Aaron Welch
2026-02-12,W162CTBKXXL,2,purchase,committed,
2026-02-12,W182CTPTGDF,21,purchase,committed,
2026-02-12,NIPZINC.5IN,2,purchase,committed,
2026-02-12,W182CTBKXXS,-1,order_cancellation,committed,Aaron Welch
2026-02-12,W162CTGGZZF,51,manual_adjustment,available,Aaron Welch
2026-02-12,PN2RUBRECTBK,50,purchase,committed,Aaron Welch
2026-02-12,W202RTBKXXS,1,purchase,committed,
2026-02-12,W222CTDB250S,5,initial_adjustment,available,Aaron Welch
2026-02-12,W182CPRDXXF,-50,order_fulfilled,committed,
2026-02-12,W183CPDPSHS,-1,order_fulfilled,committed,
2026-02-12,W222CTDB250S,2,purchase,committed,Aaron Welch
2026-02-12,SKCOUBR,-1,order_fulfilled,committed,
2026-02-12,W182CTDBXXS,-2,order_cancellation,committed,Aaron Welch
2026-02-12,NIPZINC.5IN,-2,order_fulfilled,committed,
2026-02-12,W182CPBKXXF,-126,order_fulfilled,committed,
2026-02-12,TSIL12YDCLR,-1,order_fulfilled,committed,
2026-02-12,W182RFBNXXF,-100,order_cancellation,committed,Aaron Welch
2026-02-12,PN3THERMOBN,-2,order_fulfilled,committed,
2026-02-12,SKPGNDK,2,purchase,committed,
2026-02-12,W162CTGGZZL,4,manual_adjustment,available,Aaron Welch
2026-02-12,W202RTGDXXS,1,purchase,committed,
2026-02-12,W162CTDBXXL,2,purchase,committed,
2026-02-12,W182CPBDSHF,12,purchase,committed,
2026-02-12,W222CTBK250S,2,purchase,committed,Aaron Welch
2026-02-12,TSIL12YDCLR,-1,purchase,available,
2026-02-12,W202RTBKXXS,-1,purchase,available,
2026-02-12,W162CTGGZZS,1,manual_adjustment,available,Aaron Welch
2026-02-12,PN2RNDNKBN,-8,order_cancellation,committed,Aaron Welch
2026-02-12,W182CPBKXXS,-2,order_fulfilled,committed,
2026-02-13,W202RTGDXXS,-1,order_fulfilled,committed,Ian Nelson
2026-02-13,W163CJBKXXF,-1,purchase,available,
2026-02-13,W222CTDBXXF,50,order_edited,committed,Aaron Welch
2026-02-13,W222CTDBXXF,-50,order_edited,available,Aaron Welch
2026-02-13,PN3HVRUBBK,1,purchase,committed,
2026-02-13,,-5,purchase,available,
2026-02-13,W163CJDBXXF,1,purchase,committed,
2026-02-13,W183RPBKXXF,9,purchase,committed,
2026-02-13,W183RPBKXXF,-8,purchase,available,
2026-02-13,W183CPBDZZF,1,purchase,committed,
2026-02-13,W162CTDBXXL,-1,order_edited,committed,Aaron Welch
2026-02-13,W162CTDBXXL,-1,purchase,available,
2026-02-13,W162CTBKXXL,-2,order_fulfilled,committed,
2026-02-13,BST19HP40,1,purchase,committed,
2026-02-13,W182CTPTGDF,-21,order_fulfilled,committed,Ian Nelson
2026-02-13,BST19HP40,-1,purchase,available,
2026-02-13,W183RPWBXXF,1,purchase,committed,
2026-02-13,W183CPDPZZF,1,purchase,committed,
2026-02-13,W163CJBKXXF,1,purchase,committed,
2026-02-13,W202RTBKXXS,-1,order_fulfilled,committed,Ian Nelson
2026-02-13,W162CTDBXXL,-2,order_fulfilled,committed,
2026-02-13,W162CTDBXXL,1,purchase,committed,
2026-02-13,W163CJDBXXF,-1,purchase,available,
2026-02-13,W162CTDBXXL,1,order_edited,available,Aaron Welch
2026-02-13,W182CPBDSHF,-12,order_fulfilled,committed,
2026-02-14,W183CPPRLHF,18,purchase,committed,
2026-02-14,PN3HVRUBBK,-2,purchase,available,
2026-02-14,W162CTDBXXF,-15,purchase,available,
2026-02-14,,-44,purchase,available,
2026-02-14,W183CPDPZZF,18,purchase,committed,
2026-02-14,SKBKBK,-1,purchase,available,
2026-02-14,W162CTDBXXF,15,purchase,committed,
2026-02-14,ADD182PULL1,1,purchase,committed,
2026-02-14,ISWLGBN,1,purchase,committed,
2026-02-14,CS182RBREC8,1,purchase,committed,
2026-02-14,PN3HVRUBBK,2,purchase,committed,
2026-02-14,W163CSGNYLF,6,purchase,committed,
2026-02-14,ISWLGBN,-1,purchase,available,
2026-02-14,SKBKBK,1,purchase,committed,
2026-02-15,W162CTDBXXF,10,purchase,committed,
2026-02-15,,-4,purchase,available,
2026-02-15,W182RFPWXXMNS,1,purchase,committed,
2026-02-15,W182RFPWXXMNS,-1,purchase,available,
2026-02-15,W162CTDBXXF,-10,purchase,available,
2026-02-15,SKCOUBR,-1,purchase,available,
2026-02-15,W182CTBWXXF,-10,purchase,available,
2026-02-15,CS183THERMBK12,1,purchase,committed,
2026-02-15,PN3THERMOWH,1,purchase,committed,
2026-02-15,W182CTBWXXF,10,purchase,committed,
2026-02-15,SKCOUBR,1,purchase,committed,
2026-02-15,PND183COUNK6,1,purchase,committed,
2026-02-15,W182CPSBXXMNS,1,purchase,committed,
2026-02-16,SKCDBK,3,purchase,committed,
2026-02-16,CTUBE-3F,10,purchase,committed,
2026-02-16,CKNOB-GG,39,purchase,committed,
2026-02-16,PND183CKUDAB10,-1,purchase,available,
2026-02-16,PND182BKK12,1,purchase,committed,
2026-02-16,LKNTHX916x18,-20,purchase,available,
2026-02-16,PND183CKUDAB10,1,purchase,committed,
2026-02-16,W163CJBW1TF,7,purchase,committed,
2026-02-16,PN2RNDNKBK,-3,purchase,available,
2026-02-16,LKNTHX916x18,20,purchase,committed,
2026-02-16,CTUBE-5F,-2,purchase,available,
2026-02-16,PN3HVRUBBK,1,purchase,committed,
2026-02-16,NIPZINC1IN,20,purchase,committed,
2026-02-16,PN2RECTWH,1,purchase,committed,
2026-02-16,W162CTBKXXF,45,purchase,committed,
2026-02-16,PN3HVRUBBK,-1,purchase,available,
2026-02-16,W182CFPTXXF,50,purchase,committed,Aaron Welch
2026-02-16,W182CFGDXXF,-50,purchase,available,Aaron Welch
2026-02-16,SKPGNDK,20,purchase,committed,
2026-02-16,W182CFGDXXF,50,purchase,committed,Aaron Welch
2026-02-16,TSIL12YDCLR,1,purchase,committed,
2026-02-16,CTUBE-3G,18,purchase,committed,
2026-02-16,CTUBE-6F,1,purchase,committed,
2026-02-16,PND183CKUDAB2,4,purchase,committed,
2026-02-16,W182CFPTXXF,-50,purchase,available,Aaron Welch
2026-02-16,CTUBE-5F,2,purchase,committed,
2026-02-16,,-170,purchase,available,
2026-02-16,CTUBE-4F,1,purchase,committed,
2026-02-16,PN2RNDNKBK,3,purchase,committed,
2026-02-16,PND182BKK12,-1,purchase,available,
2026-02-17,PND183COUNK6,-1,order_fulfilled,committed,
2026-02-17,BST19HP40,-1,order_fulfilled,committed,
2026-02-17,CTUBE-3G,-18,order_fulfilled,committed,
2026-02-17,W163CJBW1TF,-7,order_fulfilled,committed,
2026-02-17,,-20,purchase,available,
2026-02-17,W183RPBKXXF,-9,order_fulfilled,committed,
2026-02-17,W182CTRDXXL,1,purchase,committed,
2026-02-17,W182CFPTXXF,-50,order_fulfilled,committed,
2026-02-17,W183RPGDXXS,-1,purchase,available,
2026-02-17,CTUBE-6F,-1,order_fulfilled,committed,
2026-02-17,W143RPPWXXS,1,purchase,committed,
2026-02-17,SKPFM,5,purchase,committed,
2026-02-17,W182CTRWZZS,-1,order_fulfilled,committed,
2026-02-17,W163CJBKXXF,-1,order_fulfilled,committed,
2026-02-17,W182CPDBXXF,-1,order_fulfilled,committed,
2026-02-17,CTUBE-3F,-10,order_fulfilled,committed,
2026-02-17,BG25SIL40,4,purchase,committed,
2026-02-17,W183RPGDXXS,1,purchase,committed,
2026-02-17,CTUBE-4F,-1,order_fulfilled,committed,
2026-02-17,W182CPDBXXF,-1,purchase,available,Aaron Welch
2026-02-17,W182CPPTXXS,1,purchase,committed,
2026-02-17,CS183THERMBK12,-1,order_fulfilled,committed,
2026-02-17,W163CJDBXXF,-1,order_fulfilled,committed,
2026-02-17,W163CSGNYLF,-6,order_fulfilled,committed,
2026-02-17,ADD16TWIST1,-1,order_fulfilled,committed,
2026-02-17,W183CPPRLHF,-18,order_fulfilled,committed,
2026-02-17,PN3THERMOWH,-1,order_fulfilled,committed,
2026-02-17,W183CPDPZZF,-19,order_fulfilled,committed,
2026-02-17,W182CTRWZZS,1,purchase,committed,
2026-02-17,W182CPBKXXS,-2,order_fulfilled,committed,
2026-02-17,W182CFGDXXF,-50,order_fulfilled,committed,
2026-02-17,W182CTBWXXF,-10,order_fulfilled,committed,
2026-02-17,SWLGBN,-2,purchase,available,
2026-02-17,W182RPWBXXS,-2,order_fulfilled,committed,
2026-02-17,CKNOB-GG,-39,order_fulfilled,committed,
2026-02-17,TSIL12YDCLR,-1,order_fulfilled,committed,
2026-02-17,W182RPWBXXS,1,purchase,committed,
2026-02-17,CTUBE-5F,-2,order_fulfilled,committed,
2026-02-17,PN3HVRUBBK,-4,order_fulfilled,committed,
2026-02-17,W183RPWBXXF,-1,order_fulfilled,committed,
2026-02-17,PN2RECTBK,-1,order_fulfilled,committed,
2026-02-17,SKCOUBR,-1,order_fulfilled,committed,
2026-02-17,W182CPSBXXMNS,-1,order_fulfilled,committed,
2026-02-17,SWLGBN,2,purchase,committed,
2026-02-17,W183CPPRSHS,1,purchase,committed,
2026-02-17,W182CPDBXXF,1,purchase,committed,Aaron Welch
2026-02-17,W182CPBNXXS,-2,order_fulfilled,committed,
2026-02-17,W183RPWBXXF,10,purchase,committed,
2026-02-17,CANSMTHKBZ,-1,order_fulfilled,committed,
2026-02-17,LKNTHX916x18,-20,order_fulfilled,committed,
2026-02-17,PND16TCO2,-1,order_fulfilled,committed,
2026-02-17,W183CPDBXXF,-1,order_fulfilled,committed,
2026-02-17,SKPGNDK,-20,order_fulfilled,committed,
2026-02-17,W183RPWBXXF,-10,purchase,available,
2026-02-17,ISWLGBN,-1,order_fulfilled,committed,
2026-02-17,PN3HVRUBBK,-1,order_fulfilled,committed,Ian Nelson
2026-02-17,PN2RUBRECTBK,5,purchase,committed,
2026-02-17,,-1,purchase,available,Aaron Welch
2026-02-17,W163CSBKXXF,-33,order_fulfilled,committed,Ian Nelson
2026-02-17,W183CPDBXXF,1,purchase,committed,Aaron Welch
2026-02-17,W182RFPWXXMNS,-1,order_fulfilled,committed,
2026-02-17,W183CPBDZZF,-1,order_fulfilled,committed,
2026-02-17,NIPZINC1IN,-20,order_fulfilled,committed,
2026-02-17,PND182BKKR10,-1,order_fulfilled,committed,
2026-02-18,W143CPBKXXS,7,manual_adjustment,available,Ian Nelson
2026-02-18,PN2RUBRECTBK,-5,order_fulfilled,committed,
2026-02-18,ISWVTGSLMWH,1,order_edited,committed,Ian Nelson
2026-02-18,W162CTBKXXS,1,purchase,committed,
2026-02-18,W202RTBKXXF,-20,order_fulfilled,committed,
2026-02-18,W143CPBKXXS,1,purchase,committed,
2026-02-18,W162CTBKXXS,-5,manual_adjustment,available,Ian Nelson
2026-02-18,W163CSBKXXS,1,purchase,committed,
2026-02-18,BG25SIL40,-4,order_fulfilled,committed,
2026-02-18,SKCDBK,-3,order_fulfilled,committed,
2026-02-18,W143CPDBXXS,1,purchase,committed,
2026-02-18,W183RPWHXXMNS,-2,purchase,available,
2026-02-18,W183RPWBXXF,-15,purchase,available,
2026-02-18,W143CPDBXXF,98,manual_adjustment,available,Ian Nelson
2026-02-18,CS18TRECBK8,1,purchase,committed,
2026-02-18,SWLGBN,-2,order_fulfilled,committed,
2026-02-18,W183RPWBXXF,15,purchase,committed,
2026-02-18,SKCANDBKBK,-1,purchase,available,
2026-02-18,PN2RNDNKBK,-3,order_fulfilled,committed,
2026-02-18,PN3THERMOBN,1,purchase,committed,
2026-02-18,W143CPDBXXS,6,manual_adjustment,available,Ian Nelson
2026-02-18,,-4,purchase,available,
2026-02-18,W162CTDBXXF,-25,order_fulfilled,committed,
2026-02-18,W202RTBKXXF,20,purchase,committed,
2026-02-18,W182CTRDXXL,-1,order_fulfilled,committed,
2026-02-18,ISWSLIMBK,-1,purchase,available,
2026-02-18,W183RPWHXXMNS,2,purchase,committed,
2026-02-18,W182CFGDXXF,105,manual_adjustment,available,Ian Nelson
2026-02-18,CS14CPDB8,-1,order_fulfilled,committed,
2026-02-18,W162CTDBXXS,-4,manual_adjustment,available,Ian Nelson
2026-02-18,W162CTDBXXS,-1,purchase,available,
2026-02-18,W163CSBKXXS,-1,purchase,available,
2026-02-18,ISWVTGSLMWH,-1,order_edited,available,Ian Nelson
2026-02-18,CS18TRECBK8,-1,purchase,available,
2026-02-18,W202RTBKXXF,-20,purchase,available,
2026-02-18,W162CTBKXXF,-45,order_fulfilled,committed,
2026-02-18,W183RPWBXXF,-10,order_fulfilled,committed,
2026-02-18,SKPFM,-5,order_fulfilled,committed,
2026-02-18,W162CTDBXXS,1,purchase,committed,
2026-02-18,ISWSLIMBK,1,purchase,committed,
2026-02-18,SKCANDBKBK,1,purchase,committed,
2026-02-18,W143CPBKXXF,90,manual_adjustment,available,Ian Nelson
2026-02-19,W182CFGDXXF,60,purchase,committed,Ian Nelson
2026-02-19,W121CRBKXXF,-10,purchase,available,
2026-02-19,W121CRBKXXF,10,purchase,committed,
2026-02-19,W182CFGDXXF,-60,purchase,available,Ian Nelson
